,equity
2015-04-22,1.558596105946573
2015-04-23,1.5534776987416237
2015-04-24,1.545635390037534
2015-04-27,1.5781750443752796
2015-04-28,1.5974630757786044
2015-04-29,1.5812601534498587
2015-04-30,1.5599186787270052
2015-05-04,1.559193232694919
2015-05-05,1.520670138002467
2015-05-06,1.5039483868233285
2015-05-07,1.4899387173725247
2015-05-08,1.5083097385747668
2015-05-11,1.5210089500993462
2015-05-12,1.52072204817942
2015-05-13,1.5180333362827085
2015-05-14,1.5178992704061258
2015-05-15,1.5075993201718696
2015-05-18,1.4912366720241128
2015-05-19,1.5135375917380565
2015-05-20,1.5075334352015188
2015-05-21,1.5125487052356656
2015-05-22,1.5374467524358042
2015-05-25,1.5556790017495958
2015-05-26,1.5556135207332085
2015-05-27,1.5417092651080126
2015-05-28,1.51378320168004
2015-05-29,1.506121666546935
2015-06-01,1.5297361978946682
2015-06-02,1.5278513560245583
2015-06-03,1.5216634300088716
2015-06-04,1.5519636831483086
2015-06-05,1.5502138087871897
2015-06-08,1.6044683688751513
2015-06-09,1.5942903957813075
2015-06-10,1.5817641583494366
2015-06-11,1.5761064603993844
2015-06-12,1.5823118872961204
2015-06-15,1.5602754371096832
2015-06-16,1.5447208360359341
2015-06-17,1.554660376752993
2015-06-18,1.5267455640672898
2015-06-19,1.5043322391516518
2015-06-23,1.5442465556529887
2015-06-24,1.555542067559847
2015-06-25,1.541141755517223
2015-06-26,1.5096331046809734
2015-06-29,1.5118962753824006
2015-06-30,1.547633094827018
2015-07-01,1.5115014436627652
2015-07-02,1.5454945682158805
2015-07-03,1.4987661501646645
2015-07-06,1.552098042062288
2015-07-07,1.603861511667516
2015-07-08,1.5533002827650062
2015-07-09,1.575422459858512
2015-07-10,1.564821853444932
2015-07-13,1.5350323760180937
2015-07-14,1.547474979053059
2015-07-15,1.5746611743879806
2015-07-16,1.550524640269741
2015-07-17,1.567394590803916
2015-07-20,1.580632191864074
2015-07-21,1.5812059488246655
2015-07-22,1.5662882731430336
2015-07-23,1.5729894881451143
2015-07-24,1.558812902213131
2015-07-27,1.4950833105490118
2015-07-28,1.5019494428917868
2015-07-29,1.5159929944326576
2015-07-30,1.513444134694552
2015-07-31,1.5167747113860235
2015-08-03,1.5278810452160023
2015-08-04,1.5214188986456507
2015-08-05,1.5039459395537997
2015-08-06,1.508098515389567
2015-08-07,1.500954236456381
2015-08-10,1.5117037018422534
2015-08-11,1.5409848413860234
2015-08-12,1.5136125429208984
2015-08-13,1.5217357068988493
2015-08-14,1.522466010912651
2015-08-17,1.517691577264843
2015-08-18,1.5127516439980055
2015-08-19,1.4947077452726134
2015-08-20,1.4804887604450043
2015-08-21,1.4515680062493197
2015-08-24,1.3475604018173044
2015-08-25,1.333611888922789
2015-08-26,1.3365558293133522
2015-08-27,1.3679578601460254
2015-08-28,1.383658875562362
2015-08-31,1.3779915701665661
2015-09-01,1.358345948512929
2015-09-02,1.3726779950690449
2015-09-07,1.3344831070475727
2015-09-08,1.3438333360923762
2015-09-09,1.3489578421633022
2015-09-10,1.3354477807035883
2015-09-11,1.3466285212219722
2015-09-14,1.3456967928454402
2015-09-15,1.3340501881387903
2015-09-16,1.3512871631046321
2015-09-17,1.3522188914811641
2015-09-18,1.3526847556694301
2015-09-21,1.3442992002806422
2015-09-22,1.3475602495985042
2015-09-23,1.3373112374566523
2015-09-24,1.3373112374566523
2015-09-25,1.3391746942097162
2015-09-28,1.3317208671974603
2015-09-29,1.3126204354785542
2015-09-30,1.3130862996668202
2015-10-08,1.3359136448918543
2015-10-09,1.3391746942097162
2015-10-12,1.3442992002806422
2015-10-13,1.3433674719041102
2015-10-14,1.3396405583979822
2015-10-15,1.3438333360923762
2015-10-16,1.3550140766107601
2015-10-19,1.3554799407990261
2015-10-20,1.3601385826816863
2015-10-21,1.356877533363824
2015-10-22,1.3570736382109092
2015-10-23,1.3764612396205496
2015-10-26,1.384572334660949
2015-10-27,1.3814180199230162
2015-10-28,1.3863748002254823
2015-10-29,1.3895291149634157
2015-10-30,1.3935846624836152
2015-11-02,1.3859241838343492
2015-11-03,1.396288360830415
2015-11-04,1.3985414427860818
2015-11-05,1.3980908263949483
2015-11-06,1.395837744439282
2015-11-09,1.3998932919594815
2015-11-10,1.392056028578389
2015-11-11,1.387885884259926
2015-11-12,1.3885332520805282
2015-11-13,1.3813887797703144
2015-11-16,1.3693324827468287
2015-11-17,1.3854075454448096
2015-11-18,1.3836214273672565
2015-11-19,1.3992499605458488
2015-11-20,1.3983569015070723
2015-11-23,1.4010360786234024
2015-11-24,1.4005895491040141
2015-11-25,1.3979103719876838
2015-11-26,1.3983569015070723
